Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Frequently,26-30,Current Employees,R&D,Medical,E0359,359,Female,Sales Executive,Married,Yes,Yes,2,27,No,1287,16,5,1,3,42,4,1,1,6128,27816,1,10,4,4,80,3,3,2,9,10,3,6
No,Travel_Rarely,31-35,Current Employees,R&D,Medical,E0360,360,Male,Research Scientist,Married,Yes,Yes,4,49,No,1148,22,1,1,3,36,2,3,2,6835,27647,1,12,2,3,80,3,3,3,9,8,3,1
Yes,Travel_Frequently,46-50,Current Employees,HR,Medical,E0361,361,Male,Sales Executive,Single,Yes,Yes,5,47,No,1361,12,2,1,4,42,3,2,4,5638,20002,1,11,1,3,80,3,13,4,3,4,4,4
No,Travel_Rarely,26-30,Current Employees,HR,Medical,E0362,362,Male,Research Scientist,Married,No,Yes,2,35,Yes,1304,24,2,1,1,30,4,2,3,4189,27095,1,17,2,3,80,3,15,3,2,5,2,7
Yes,Travel_Frequently,31-35,Current Employees,HR,Life Sciences,E0363,363,Female,HR Manager,Single,Yes,Yes,4,50,Yes,1260,7,3,1,3,41,2,2,4,7250,26076,1,9,2,3,80,0,19,1,2,2,0,9
No,Travel_Rarely,36-40,Ex-Employees,Sales,Life Sciences,E0364,364,Male,Research Scientist,Divorced,No,Yes,4,36,No,1002,23,1,1,3,37,3,2,4,7133,20020,4,15,3,4,80,3,20,2,7,7,2,6
Yes,Travel_Frequently,31-35,Ex-Employees,R&D,Other,E0365,365,Female,HR Manager,Single,Yes,Yes,3,50,No,1224,1,3,1,4,46,3,1,2,3976,25790,1,8,4,3,80,3,10,4,6,2,0,5
Yes,Travel_Rarely,26-30,Ex-Employees,Sales,Life Sciences,E0366,366,Female,Research Scientist,Divorced,No,Yes,4,29,No,1363,18,4,1,4,28,1,3,4,5425,28521,3,8,2,4,80,1,18,3,10,10,2,9
Yes,Travel_Rarely,46-50,Current Employees,HR,Medical,E0367,367,Female,Research Scientist,Single,No,Yes,2,46,No,1157,19,4,1,4,43,3,4,1,6096,28084,4,13,4,1,80,2,20,4,7,5,3,10
Yes,Travel_Rarely,46-50,Ex-Employees,R&D,Other,E0368,368,Female,Sales Executive,Divorced,No,Yes,4,49,Yes,1472,11,2,1,1,33,1,3,1,4607,27329,2,13,2,2,80,2,7,1,5,2,5,5
No,Travel_Frequently,46-50,Ex-Employees,Sales,Other,E0369,369,Female,Sales Executive,Married,No,Yes,4,37,No,1485,30,1,1,3,28,2,2,1,6146,25991,5,6,2,3,80,1,19,1,6,6,2,1
No,Travel_Rarely,26-30,Current Employees,R&D,Life Sciences,E0370,370,Male,Sales Executive,Divorced,Yes,Yes,4,30,No,1394,27,5,1,2,35,3,3,1,6958,25714,1,20,3,3,80,0,14,2,9,4,1,1
No,Travel_Frequently,36-40,Current Employees,R&D,Life Sciences,E0371,371,Female,Sales Executive,Divorced,Yes,Yes,3,47,Yes,1409,12,1,1,1,49,1,2,3,3489,28932,4,12,3,1,80,2,9,1,6,2,0,5
Yes,Travel_Frequently,46-50,Ex-Employees,R&D,Other,E0372,372,Female,Research Scientist,Single,No,Yes,5,37,Yes,1131,27,1,1,2,32,4,1,4,7925,20291,5,19,2,4,80,2,3,3,1,3,1,10
No,Travel_Frequently,41-45,Current Employees,HR,Other,E0373,373,Male,Sales Executive,Married,Yes,Yes,4,44,No,1064,30,5,1,3,44,4,1,1,4243,22793,1,17,1,2,80,1,1,1,3,9,5,8
Yes,Travel_Frequently,36-40,Ex-Employees,HR,Other,E0374,374,Male,Research Scientist,Single,Yes,Yes,1,32,No,1457,17,1,1,2,35,3,5,1,4919,29803,5,19,4,1,80,1,5,3,10,6,1,3
Yes,Travel_Rarely,31-35,Current Employees,R&D,Life Sciences,E0375,375,Female,Research Scientist,Married,No,Yes,5,36,No,1057,9,4,1,2,43,2,5,1,6410,28773,3,11,1,2,80,3,6,4,7,4,5,7
No,Travel_Frequently,41-45,Current Employees,HR,Medical,E0376,376,Male,HR Manager,Married,No,Yes,1,50,No,1068,9,1,1,3,38,4,5,3,6655,24922,5,15,4,3,80,2,8,2,5,7,1,9
No,Travel_Rarely,36-40,Current Employees,Sales,Other,E0377,377,Female,Research Scientist,Divorced,Yes,Yes,4,47,Yes,1472,3,4,1,3,25,4,5,2,9923,27900,3,10,1,1,80,0,11,4,4,10,4,6
No,Travel_Frequently,26-30,Ex-Employees,Sales,Life Sciences,E0378,378,Male,Sales Executive,Divorced,No,Yes,3,35,No,1388,29,4,1,4,29,1,3,2,6937,20356,3,10,3,2,80,0,16,2,10,4,4,10
Yes,Travel_Rarely,41-45,Current Employees,Sales,Other,E0379,379,Female,HR Manager,Divorced,Yes,Yes,2,32,Yes,1353,7,5,1,1,21,4,4,4,5216,26603,2,16,2,1,80,0,19,3,5,6,3,2
No,Travel_Frequently,36-40,Ex-Employees,HR,Life Sciences,E0380,380,Male,HR Manager,Single,No,Yes,5,36,Yes,1480,9,2,1,4,44,1,4,1,4739,22918,1,9,2,1,80,1,16,2,7,3,4,1
No,Travel_Frequently,36-40,Ex-Employees,R&D,Life Sciences,E0381,381,Male,HR Manager,Single,No,Yes,4,35,Yes,1011,1,4,1,3,48,2,4,3,6791,27606,5,6,4,2,80,2,3,4,9,4,2,1
Yes,Travel_Rarely,36-40,Current Employees,Sales,Life Sciences,E0382,382,Female,Research Scientist,Married,No,Yes,1,31,No,1285,5,3,1,2,21,2,5,4,8133,25584,1,12,2,1,80,0,11,2,3,7,1,5
No,Travel_Frequently,36-40,Ex-Employees,Sales,Life Sciences,E0383,383,Male,Sales Executive,Single,Yes,Yes,4,37,Yes,1226,30,5,1,3,30,1,5,4,5318,24771,3,13,2,1,80,1,11,2,6,10,3,5
Yes,Travel_Frequently,46-50,Ex-Employees,HR,Other,E0384,384,Female,HR Manager,Divorced,Yes,Yes,2,45,No,1191,27,2,1,3,22,2,3,3,6586,23938,1,19,4,1,80,1,3,3,1,7,1,7
No,Travel_Frequently,41-45,Current Employees,HR,Medical,E0385,385,Female,Research Scientist,Single,No,Yes,4,30,Yes,1048,15,4,1,2,47,1,1,4,5662,26310,3,17,2,3,80,1,17,1,5,1,0,7
No,Travel_Frequently,36-40,Current Employees,HR,Other,E0386,386,Male,Research Scientist,Single,No,Yes,1,41,Yes,1099,27,3,1,1,34,4,4,4,5703,21001,1,7,3,2,80,0,3,2,10,6,5,3
Yes,Travel_Frequently,31-35,Current Employees,R&D,Other,E0387,387,Female,HR Manager,Married,Yes,Yes,1,47,Yes,1033,28,5,1,1,46,2,2,3,7621,29711,4,17,1,2,80,1,3,2,5,5,1,3
Yes,Travel_Frequently,36-40,Current Employees,R&D,Medical,E0388,388,Male,Sales Executive,Divorced,Yes,Yes,4,44,Yes,1379,3,1,1,2,23,2,3,2,6048,21803,3,7,2,4,80,2,12,4,3,4,4,4
No,Travel_Frequently,46-50,Current Employees,HR,Life Sciences,E0389,389,Male,Research Scientist,Single,No,Yes,4,40,No,1027,1,4,1,1,39,2,3,2,7521,23957,1,8,3,2,80,3,4,3,4,2,2,4
No,Travel_Frequently,41-45,Ex-Employees,Sales,Medical,E0390,390,Female,HR Manager,Single,Yes,Yes,5,33,No,1032,20,1,1,2,32,3,1,1,3650,29813,2,11,2,4,80,1,12,4,7,1,0,7
Yes,Travel_Rarely,41-45,Current Employees,HR,Other,E0391,391,Male,Research Scientist,Married,Yes,Yes,3,32,Yes,1396,8,5,1,4,43,2,2,4,4952,28331,2,9,4,4,80,1,1,3,7,7,5,5
No,Travel_Frequently,36-40,Ex-Employees,Sales,Life Sciences,E0392,392,Female,Sales Executive,Married,Yes,Yes,2,28,Yes,1012,5,4,1,1,46,3,1,2,6822,22700,4,13,2,4,80,3,9,1,1,10,5,6
No,Travel_Rarely,36-40,Ex-Employees,HR,Other,E0393,393,Female,Sales Executive,Married,Yes,Yes,3,35,No,1259,21,5,1,3,30,3,1,3,3039,22245,2,12,1,2,80,0,8,1,6,10,5,2
No,Travel_Frequently,31-35,Ex-Employees,R&D,Life Sciences,E0394,394,Female,Sales Executive,Divorced,Yes,Yes,4,29,No,1483,26,2,1,3,38,3,3,1,7135,26064,4,19,2,2,80,1,17,3,5,8,0,4
No,Travel_Rarely,41-45,Ex-Employees,Sales,Other,E0395,395,Male,Sales Executive,Married,No,Yes,3,34,No,1118,4,1,1,2,44,2,2,3,4045,23621,1,16,2,2,80,0,5,1,6,8,2,5
No,Travel_Rarely,41-45,Ex-Employees,R&D,Life Sciences,E0396,396,Female,Research Scientist,Single,No,Yes,2,34,Yes,1181,29,1,1,3,24,4,3,1,7526,21164,5,13,2,1,80,1,2,3,10,8,5,10
No,Travel_Rarely,41-45,Current Employees,Sales,Other,E0397,397,Male,Sales Executive,Single,Yes,Yes,3,29,No,1389,15,3,1,4,44,3,1,3,6701,25683,3,18,2,2,80,3,10,2,7,4,5,6
Yes,Travel_Frequently,26-30,Ex-Employees,Sales,Life Sciences,E0398,398,Female,HR Manager,Divorced,Yes,Yes,2,42,No,1391,2,5,1,1,39,1,2,2,3149,29554,2,7,1,4,80,0,7,1,7,9,0,4
Yes,Travel_Frequently,41-45,Ex-Employees,HR,Medical,E0399,399,Female,Sales Executive,Married,Yes,Yes,1,34,Yes,1096,1,5,1,1,30,1,1,4,5005,22584,3,8,2,1,80,3,4,2,10,2,5,5
No,Travel_Rarely,41-45,Current Employees,Sales,Other,E0400,400,Male,Sales Executive,Divorced,No,Yes,1,35,No,1228,29,2,1,1,50,2,3,3,8941,21552,5,11,4,4,80,0,3,4,4,8,2,3
Yes,Travel_Frequently,31-35,Ex-Employees,HR,Medical,E0401,401,Female,HR Manager,Divorced,Yes,Yes,4,48,Yes,1086,23,3,1,1,25,4,3,1,8223,27183,5,14,2,3,80,2,13,1,4,7,3,2
No,Travel_Frequently,31-35,Current Employees,R&D,Life Sciences,E0402,402,Male,Sales Executive,Divorced,No,Yes,3,49,Yes,1466,18,5,1,3,24,3,5,2,6284,20310,4,13,4,3,80,3,1,3,10,9,4,5
Yes,Travel_Rarely,46-50,Current Employees,HR,Life Sciences,E0403,403,Female,Sales Executive,Divorced,No,Yes,1,46,No,1091,2,5,1,1,23,1,2,2,7337,21223,5,19,4,2,80,1,4,3,8,5,5,9
Yes,Travel_Frequently,31-35,Current Employees,R&D,Medical,E0404,404,Male,HR Manager,Married,No,Yes,3,26,Yes,1159,12,4,1,1,24,4,2,2,4356,21140,2,5,3,1,80,3,4,2,5,9,3,7
No,Travel_Rarely,41-45,Current Employees,R&D,Life Sciences,E0405,405,Male,Sales Executive,Divorced,Yes,Yes,1,27,Yes,1205,11,4,1,1,29,1,2,2,6440,21959,4,6,2,3,80,1,20,2,10,10,1,3
No,Travel_Rarely,41-45,Ex-Employees,HR,Life Sciences,E0406,406,Female,Research Scientist,Divorced,Yes,Yes,4,48,No,1070,25,5,1,3,29,2,1,3,5767,27573,3,6,2,1,80,2,19,2,1,5,5,2
No,Travel_Frequently,41-45,Ex-Employees,Sales,Life Sciences,E0407,407,Female,Research Scientist,Divorced,No,Yes,1,44,No,1410,19,3,1,1,35,3,4,4,9891,25569,4,6,3,3,80,2,4,1,7,4,4,3
No,Travel_Rarely,31-35,Ex-Employees,R&D,Medical,E0408,408,Female,Sales Executive,Single,No,Yes,1,46,No,1007,18,1,1,1,23,1,5,1,8692,21908,5,8,3,1,80,1,10,3,7,1,1,9
No,Travel_Frequently,36-40,Current Employees,Sales,Other,E0409,409,Male,Research Scientist,Married,Yes,Yes,2,30,No,1221,13,1,1,3,30,2,1,4,3067,26749,3,15,3,3,80,1,8,3,5,6,5,7
Yes,Travel_Frequently,26-30,Ex-Employees,R&D,Other,E0410,410,Male,HR Manager,Divorced,Yes,Yes,4,42,No,1099,3,4,1,1,48,4,1,1,6916,23227,2,6,1,4,80,1,7,4,1,3,2,1
No,Travel_Frequently,46-50,Current Employees,R&D,Other,E0411,411,Male,Research Scientist,Single,No,Yes,5,38,No,1285,6,3,1,3,23,2,4,2,3938,28628,5,17,3,4,80,0,11,4,3,10,3,9
No,Travel_Frequently,36-40,Ex-Employees,R&D,Life Sciences,E0412,412,Male,Sales Executive,Married,Yes,Yes,3,44,Yes,1253,16,4,1,1,26,1,3,3,5214,20611,3,7,4,2,80,3,7,3,10,1,2,9
No,Travel_Rarely,26-30,Ex-Employees,HR,Life Sciences,E0413,413,Male,Sales Executive,Divorced,No,Yes,5,26,No,1278,24,5,1,2,34,3,1,2,7207,25542,2,9,2,4,80,0,7,3,8,2,1,7
Yes,Travel_Frequently,31-35,Ex-Employees,HR,Medical,E0414,414,Male,Sales Executive,Married,No,Yes,5,38,Yes,1172,30,4,1,1,44,2,1,3,5200,28825,4,13,1,2,80,1,18,3,3,4,3,5
Yes,Travel_Frequently,46-50,Current Employees,R&D,Medical,E0415,415,Male,Sales Executive,Married,No,Yes,2,45,No,1304,19,1,1,1,25,1,2,2,7351,21198,4,10,2,3,80,0,4,4,5,4,3,1
No,Travel_Frequently,46-50,Ex-Employees,HR,Medical,E0416,416,Female,HR Manager,Married,Yes,Yes,5,47,Yes,1226,29,3,1,1,28,2,4,3,4891,26710,2,14,3,2,80,1,12,4,1,1,0,9
No,Travel_Rarely,31-35,Ex-Employees,HR,Medical,E0417,417,Male,Sales Executive,Divorced,No,Yes,1,48,Yes,1225,15,1,1,4,28,4,5,2,9687,25908,2,19,1,3,80,3,13,2,1,4,1,4
Yes,Travel_Rarely,36-40,Ex-Employees,R&D,Life Sciences,E0418,418,Male,HR Manager,Divorced,Yes,Yes,2,30,Yes,1356,11,4,1,1,28,2,5,3,3851,20068,5,6,2,4,80,3,20,3,2,10,5,8
No,Travel_Frequently,26-30,Current Employees,R&D,Medical,E0419,419,Female,HR Manager,Married,No,Yes,2,33,Yes,1430,22,3,1,2,34,1,2,2,3627,28958,3,7,4,3,80,1,7,4,4,1,4,6
No,Travel_Frequently,41-45,Ex-Employees,HR,Medical,E0420,420,Female,Sales Executive,Single,Yes,Yes,2,35,No,1303,21,4,1,2,28,2,4,3,8083,22006,2,19,2,1,80,2,2,3,8,2,0,3
No,Travel_Frequently,41-45,Ex-Employees,HR,Medical,E0421,421,Male,Research Scientist,Married,No,Yes,4,39,Yes,1474,9,2,1,3,28,1,3,1,4552,25280,3,20,1,3,80,3,9,1,10,8,2,9
Yes,Travel_Frequently,26-30,Current Employees,R&D,Other,E0422,422,Male,Research Scientist,Divorced,Yes,Yes,5,47,No,1119,6,5,1,3,36,2,4,3,3104,26995,2,18,3,1,80,2,20,2,5,9,1,9
Yes,Travel_Frequently,41-45,Ex-Employees,HR,Life Sciences,E0423,423,Female,Research Scientist,Divorced,No,Yes,2,32,No,1463,20,5,1,3,23,2,1,3,6837,23728,1,20,2,3,80,0,17,2,1,4,1,2
Yes,Travel_Rarely,36-40,Current Employees,R&D,Medical,E0424,424,Male,Sales Executive,Divorced,No,Yes,1,49,No,1051,21,5,1,4,41,1,1,4,8656,29673,2,14,1,1,80,0,8,4,8,1,2,1
No,Travel_Frequently,31-35,Current Employees,Sales,Life Sciences,E0425,425,Female,Research Scientist,Divorced,No,Yes,1,49,No,1213,5,3,1,4,23,2,5,3,4004,23152,3,9,3,3,80,2,11,1,9,7,3,9
Yes,Travel_Rarely,41-45,Current Employees,R&D,Medical,E0426,426,Female,HR Manager,Married,Yes,Yes,2,30,Yes,1136,29,4,1,4,26,4,5,1,3107,28911,4,10,1,1,80,1,4,4,1,1,4,5
Yes,Travel_Rarely,31-35,Ex-Employees,R&D,Other,E0427,427,Male,Research Scientist,Single,Yes,Yes,4,26,Yes,1115,20,3,1,4,42,1,5,1,3083,20721,4,18,1,2,80,1,10,2,5,3,4,8
Yes,Travel_Frequently,41-45,Current Employees,R&D,Other,E0428,428,Male,HR Manager,Married,Yes,Yes,3,37,No,1040,2,1,1,2,25,3,5,2,3814,24940,3,15,2,4,80,3,6,4,10,7,5,1
Yes,Travel_Rarely,41-45,Current Employees,Sales,Life Sciences,E0429,429,Female,Research Scientist,Divorced,No,Yes,2,30,Yes,1467,6,2,1,4,49,3,2,3,6732,24408,2,14,1,3,80,0,6,2,5,9,4,9
Yes,Travel_Frequently,46-50,Current Employees,R&D,Medical,E0430,430,Male,HR Manager,Married,No,Yes,3,41,Yes,1162,23,1,1,2,20,1,2,2,4064,22968,5,19,1,4,80,0,15,1,1,1,3,10
Yes,Travel_Rarely,41-45,Current Employees,R&D,Other,E0431,431,Male,Research Scientist,Single,Yes,Yes,4,49,Yes,1121,25,2,1,4,36,3,2,2,5309,23904,2,20,4,4,80,2,4,2,10,8,5,8
No,Travel_Rarely,46-50,Current Employees,R&D,Medical,E0432,432,Female,Research Scientist,Single,Yes,Yes,2,35,No,1422,23,5,1,4,41,1,4,2,3115,21952,5,19,2,3,80,1,7,3,6,9,5,6
No,Travel_Frequently,26-30,Ex-Employees,Sales,Medical,E0433,433,Female,HR Manager,Married,Yes,Yes,2,32,Yes,1283,6,2,1,4,35,4,1,4,4046,22440,1,18,3,1,80,3,20,3,6,8,2,2
No,Travel_Rarely,41-45,Current Employees,Sales,Other,E0434,434,Male,Research Scientist,Single,No,Yes,1,39,Yes,1114,16,5,1,4,20,3,4,3,4054,29827,5,15,4,2,80,3,1,4,6,6,1,9
Yes,Travel_Frequently,41-45,Ex-Employees,HR,Other,E0435,435,Male,Research Scientist,Married,Yes,Yes,2,39,Yes,1334,21,1,1,3,36,3,4,1,6299,26287,4,9,1,2,80,1,15,3,7,10,3,1
Yes,Travel_Frequently,41-45,Current Employees,Sales,Other,E0436,436,Female,Research Scientist,Married,Yes,Yes,2,29,No,1037,27,2,1,3,44,2,3,4,5087,22032,3,19,3,2,80,1,16,4,7,1,4,6
No,Travel_Frequently,46-50,Current Employees,R&D,Life Sciences,E0437,437,Female,Sales Executive,Single,No,Yes,2,37,Yes,1074,24,1,1,2,27,1,1,4,9570,25626,5,18,3,1,80,1,15,2,5,3,3,7
No,Travel_Frequently,41-45,Current Employees,R&D,Life Sciences,E0438,438,Male,Sales Executive,Divorced,No,Yes,1,33,Yes,1355,17,1,1,1,43,3,4,4,6921,27927,2,18,2,1,80,3,5,4,9,4,5,2
No,Travel_Frequently,36-40,Current Employees,HR,Life Sciences,E0439,439,Male,Research Scientist,Married,No,Yes,3,29,No,1417,16,2,1,3,24,2,4,3,8507,20792,4,9,1,4,80,2,13,3,8,1,4,10
Yes,Travel_Frequently,26-30,Current Employees,HR,Life Sciences,E0440,440,Female,Research Scientist,Single,Yes,Yes,1,50,No,1486,13,3,1,3,50,2,5,1,7528,25548,3,19,2,2,80,3,11,4,9,4,3,3
No,Travel_Rarely,31-35,Current Employees,R&D,Other,E0441,441,Female,Sales Executive,Married,No,Yes,1,29,No,1085,10,2,1,4,37,1,3,4,7515,28751,2,12,4,1,80,2,1,1,5,1,2,2
Yes,Travel_Rarely,31-35,Current Employees,HR,Other,E0442,442,Female,HR Manager,Single,No,Yes,2,30,Yes,1255,11,5,1,3,33,1,3,1,7674,20978,5,19,1,4,80,1,14,3,6,6,1,5
No,Travel_Frequently,46-50,Ex-Employees,Sales,Other,E0443,443,Female,Research Scientist,Single,No,Yes,2,35,Yes,1312,5,4,1,1,38,1,2,1,8104,21268,3,9,4,2,80,0,20,4,2,9,3,9
Yes,Travel_Rarely,26-30,Ex-Employees,R&D,Medical,E0444,444,Male,Research Scientist,Married,Yes,Yes,5,50,No,1334,4,4,1,4,37,3,2,4,8252,28501,5,19,1,4,80,2,18,1,3,9,3,6
No,Travel_Rarely,26-30,Ex-Employees,R&D,Other,E0445,445,Female,HR Manager,Married,Yes,Yes,5,50,No,1122,11,3,1,2,23,4,1,3,3184,27061,1,5,1,1,80,3,1,1,7,5,2,10
No,Travel_Frequently,31-35,Current Employees,Sales,Other,E0446,446,Male,HR Manager,Married,No,Yes,4,43,No,1362,15,3,1,1,46,4,2,4,8604,20843,4,9,2,3,80,0,1,4,10,10,5,7
No,Travel_Rarely,46-50,Current Employees,R&D,Other,E0447,447,Female,HR Manager,Divorced,No,Yes,5,28,No,1247,16,1,1,1,24,2,3,1,8268,27023,5,15,3,1,80,1,20,2,3,1,2,7
Yes,Travel_Frequently,36-40,Current Employees,R&D,Other,E0448,448,Male,Research Scientist,Divorced,No,Yes,2,47,No,1142,28,3,1,1,30,2,5,3,3317,28825,1,15,2,1,80,2,7,3,9,10,2,5
No,Travel_Frequently,26-30,Current Employees,Sales,Other,E0449,449,Male,HR Manager,Married,Yes,Yes,4,47,No,1306,1,2,1,2,45,1,5,3,8652,29704,3,12,2,1,80,1,8,3,2,2,0,9
Yes,Travel_Rarely,31-35,Current Employees,HR,Life Sciences,E0450,450,Male,HR Manager,Single,Yes,Yes,3,50,Yes,1118,3,5,1,2,38,4,1,1,3349,24877,4,17,2,4,80,1,15,3,3,1,4,2
Yes,Travel_Frequently,36-40,Current Employees,R&D,Life Sciences,E0451,451,Male,Sales Executive,Married,Yes,Yes,5,49,Yes,1226,6,5,1,1,48,2,2,2,3504,23610,1,5,1,2,80,1,17,4,6,8,5,10
No,Travel_Frequently,36-40,Ex-Employees,Sales,Other,E0452,452,Female,HR Manager,Single,No,Yes,5,39,No,1023,27,5,1,1,36,1,1,3,8327,24577,5,8,1,1,80,3,19,2,2,7,4,9
Yes,Travel_Frequently,36-40,Current Employees,Sales,Medical,E0453,453,Female,Research Scientist,Single,Yes,Yes,2,36,No,1219,20,4,1,4,37,3,2,2,7524,24134,1,12,2,2,80,0,17,3,5,8,4,10
No,Travel_Frequently,41-45,Ex-Employees,HR,Medical,E0454,454,Female,Research Scientist,Married,Yes,Yes,2,41,Yes,1103,15,1,1,4,37,4,3,1,5514,22066,2,17,4,3,80,2,9,2,10,6,3,5
Yes,Travel_Rarely,36-40,Ex-Employees,HR,Medical,E0455,455,Male,Sales Executive,Married,Yes,Yes,1,31,No,1144,1,1,1,4,34,3,5,4,8164,27835,5,10,4,2,80,2,8,4,7,5,5,6
Yes,Travel_Frequently,36-40,Ex-Employees,R&D,Medical,E0456,456,Male,Research Scientist,Married,No,Yes,1,31,Yes,1319,1,1,1,2,31,2,3,1,3548,23461,2,6,2,4,80,0,3,4,7,9,3,3
No,Travel_Rarely,31-35,Current Employees,Sales,Other,E0457,457,Female,Research Scientist,Married,Yes,Yes,5,32,Yes,1227,4,1,1,3,24,2,1,4,5113,23900,3,6,1,4,80,0,16,2,5,9,5,5
Yes,Travel_Frequently,46-50,Current Employees,R&D,Medical,E0458,458,Female,Sales Executive,Divorced,No,Yes,5,32,No,1209,13,4,1,2,30,4,3,2,8091,23295,5,19,4,2,80,2,8,1,1,3,4,8
Yes,Travel_Rarely,41-45,Current Employees,Sales,Life Sciences,E0459,459,Male,HR Manager,Married,No,Yes,4,27,No,1093,26,4,1,1,27,1,4,4,3524,25057,5,13,4,3,80,2,2,3,6,10,1,5
Yes,Travel_Rarely,31-35,Ex-Employees,Sales,Medical,E0460,460,Female,HR Manager,Married,Yes,Yes,5,34,Yes,1168,4,4,1,2,21,1,2,2,7928,20282,4,8,3,3,80,0,3,1,5,10,2,9
Yes,Travel_Frequently,31-35,Ex-Employees,R&D,Medical,E0461,461,Female,Research Scientist,Single,No,Yes,2,49,No,1261,12,3,1,1,50,1,4,4,9921,26805,3,10,2,2,80,0,9,3,7,3,4,9
Yes,Travel_Rarely,36-40,Current Employees,R&D,Medical,E0462,462,Male,Sales Executive,Divorced,Yes,Yes,2,37,Yes,1439,8,1,1,4,45,2,2,2,7494,21461,3,17,4,3,80,0,16,1,1,10,4,8
Yes,Travel_Frequently,41-45,Current Employees,Sales,Medical,E0463,463,Male,HR Manager,Single,Yes,Yes,4,36,No,1157,29,3,1,2,42,3,5,1,3318,20085,1,18,3,2,80,0,20,4,5,5,3,1
Yes,Travel_Frequently,46-50,Ex-Employees,Sales,Life Sciences,E0464,464,Female,Research Scientist,Single,No,Yes,3,47,Yes,1380,16,3,1,3,41,3,1,2,3610,29215,5,8,1,2,80,0,5,3,4,10,0,10
Yes,Travel_Rarely,46-50,Ex-Employees,R&D,Medical,E0465,465,Male,HR Manager,Single,No,Yes,3,31,Yes,1225,21,5,1,3,47,3,4,2,3815,29264,4,5,4,1,80,1,19,3,6,2,5,4
Yes,Travel_Rarely,31-35,Ex-Employees,HR,Life Sciences,E0466,466,Male,Research Scientist,Married,No,Yes,2,35,No,1045,14,1,1,2,40,2,3,1,9646,26273,3,16,1,3,80,0,7,3,1,8,2,10
No,Travel_Rarely,41-45,Ex-Employees,Sales,Medical,E0467,467,Male,HR Manager,Divorced,No,Yes,1,47,No,1015,16,2,1,1,35,2,4,1,7667,22871,5,9,3,3,80,2,4,1,2,9,0,5
Yes,Travel_Rarely,31-35,Ex-Employees,HR,Life Sciences,E0468,468,Female,HR Manager,Single,Yes,Yes,3,43,Yes,1101,14,3,1,3,31,3,4,2,5952,20967,2,10,1,1,80,2,16,2,10,5,5,10
No,Travel_Frequently,31-35,Ex-Employees,R&D,Other,E0469,469,Male,Research Scientist,Single,No,Yes,1,44,Yes,1246,27,1,1,1,37,4,5,1,5565,26845,4,15,3,2,80,1,17,4,10,6,5,10
No,Travel_Rarely,46-50,Current Employees,HR,Life Sciences,E0470,470,Female,HR Manager,Divorced,No,Yes,2,28,No,1443,8,1,1,4,38,2,4,1,9698,24681,5,18,4,1,80,1,11,2,4,9,3,6
Yes,Travel_Frequently,46-50,Ex-Employees,HR,Life Sciences,E0471,471,Female,Research Scientist,Single,No,Yes,2,34,Yes,1277,15,1,1,3,44,1,1,4,3261,22760,1,13,1,4,80,1,8,3,3,10,3,8
No,Travel_Rarely,31-35,Ex-Employees,Sales,Medical,E0472,472,Female,Sales Executive,Married,Yes,Yes,1,36,No,1263,27,3,1,2,31,2,2,3,9762,20956,5,13,3,3,80,0,17,4,5,6,3,5
No,Travel_Rarely,46-50,Current Employees,Sales,Life Sciences,E0473,473,Female,HR Manager,Single,No,Yes,2,26,No,1234,9,3,1,2,29,2,5,3,3163,25723,1,10,3,4,80,0,14,4,6,3,1,1
No,Travel_Frequently,46-50,Ex-Employees,HR,Life Sciences,E0474,474,Male,Sales Executive,Married,No,Yes,5,27,No,1341,29,1,1,3,50,4,1,4,5567,23331,5,12,2,3,80,0,17,1,5,3,4,1
Yes,Travel_Rarely,36-40,Current Employees,Sales,Life Sciences,E0475,475,Female,Research Scientist,Divorced,No,Yes,2,37,Yes,1019,23,4,1,2,46,1,5,1,5195,25013,5,14,2,3,80,2,5,3,2,6,1,10
Yes,Travel_Frequently,36-40,Ex-Employees,HR,Medical,E0476,476,Male,HR Manager,Married,No,Yes,5,28,No,1083,15,5,1,4,41,2,4,4,3098,28269,3,19,4,1,80,2,5,2,4,5,2,2
No,Travel_Rarely,26-30,Current Employees,HR,Other,E0477,477,Female,HR Manager,Divorced,No,Yes,4,43,Yes,1067,1,3,1,2,25,2,4,1,4359,23494,2,6,1,3,80,2,6,3,7,8,4,3
No,Travel_Rarely,26-30,Ex-Employees,R&D,Other,E0478,478,Female,HR Manager,Divorced,Yes,Yes,1,37,No,1369,15,3,1,4,40,1,1,2,6485,29444,2,13,1,2,80,3,8,4,4,2,4,4
No,Travel_Frequently,31-35,Ex-Employees,HR,Medical,E0479,479,Male,Sales Executive,Married,No,Yes,3,41,No,1204,28,4,1,2,49,3,1,4,6888,28762,3,10,2,4,80,1,3,1,2,8,5,10
